Program Start at Wed Oct 05 22:50:33 2022

Starting N=41 with k=4
Starting... 0, 9, 24, 37, 
Starting... 0, 9, 26, 33, 
Starting... 0, 9, 28, 31, 
Starting... 0, 10, 11, 22, 
Starting... 0, 10, 11, 40, 
Starting... 0, 10, 12, 29, 
Starting... 0, 10, 13, 23, 
Starting... 0, 10, 13, 25, 
Starting... 0, 10, 13, 28, 
Starting... 0, 10, 13, 32, 
Starting... 0, 10, 17, 24, 
Starting... 0, 10, 17, 34, 
Starting... 0, 10, 18, 28, 
Starting... 0, 10, 19, 38, 
Starting... 0, 10, 22, 39, 
Starting... 0, 10, 23, 33, 
Starting... 0, 10, 23, 38, 
Starting... 0, 10, 26, 38, 
Starting... 0, 10, 27, 34, 
Starting... 0, 10, 28, 38, 
Starting... 0, 10, 29, 40, 
Starting... 0, 11, 14, 18, 
Starting... 0, 11, 16, 30, 
Starting... 0, 11, 17, 32, 
Starting... 0, 11, 18, 25, 
Starting... 0, 11, 18, 26, 
Starting... 0, 11, 18, 34, 
Starting... 0, 11, 20, 35, 
Starting... 0, 11, 22, 33, 
Starting... 0, 11, 22, 36, 
Starting... 0, 11, 22, 37, 
Starting... 0, 11, 24, 40, 
Starting... 0, 11, 25, 30, 
Starting... 0, 11, 26, 37, 
Starting... 0, 11, 26, 39, 
Starting... 0, 11, 30, 33, 
Starting... 0, 11, 30, 40, 
Starting... 0, 12, 15, 25, 
Starting... 0, 12, 16, 28, 
Starting... 0, 12, 16, 29, 
Starting... 0, 12, 16, 37, 
Starting... 0, 12, 18, 24, 
Starting... 0, 12, 20, 26, 
Starting... 0, 12, 24, 36, 
Starting... 0, 12, 24, 37, 
Starting... 0, 12, 25, 29, 
Starting... 0, 12, 25, 37, 
Starting... 0, 12, 25, 39, 
Starting... 0, 12, 27, 33, 
Starting... 0, 12, 29, 31, 
Starting... 0, 12, 29, 36, 
Starting... 0, 13, 20, 27, 
Starting... 0, 13, 23, 26, 
Starting... 0, 13, 23, 31, 
Starting... 0, 13, 24, 25, 
Starting... 0, 13, 25, 27, 
Starting... 0, 13, 25, 29, 
Starting... 0, 13, 25, 37, 
Starting... 0, 13, 26, 39, 
Starting... 0, 13, 26, 40, 
Starting... 0, 13, 27, 32, 
Starting... 0, 13, 27, 40, 
Starting... 0, 13, 28, 31, 
Starting... 0, 13, 28, 37, 
Starting... 0, 13, 28, 39, 
Starting... 0, 14, 16, 28, 
Starting... 0, 14, 21, 28, 
Starting... 0, 14, 25, 36, 
Starting... 0, 14, 27, 36, 
Starting... 0, 14, 27, 39, 
Starting... 0, 14, 27, 40, 
Starting... 0, 14, 36, 38, 
Starting... 0, 15, 18, 21, 
Starting... 0, 15, 18, 28, 
Starting... 0, 15, 20, 26, 
Starting... 0, 15, 20, 35, 
Starting... 0, 15, 20, 36, 
Starting... 0, 15, 21, 26, 
Starting... 0, 15, 21, 29, 
Starting... 0, 15, 21, 32, 
Starting... 0, 15, 21, 36, 
Starting... 0, 15, 23, 30, 
Starting... 0, 15, 24, 32, 
Starting... 0, 15, 26, 33, 
Starting... 0, 15, 26, 37, 
Starting... 0, 15, 28, 32, 
Starting... 0, 15, 30, 36, 
Starting... 0, 15, 32, 34, 
Starting... 0, 16, 17, 28, 
Starting... 0, 16, 18, 34, 
Starting... 0, 16, 18, 39, 
Starting... 0, 16, 19, 22, 
Starting... 0, 16, 19, 38, 
Starting... 0, 16, 20, 36, 
Starting... 0, 16, 21, 36, 
Starting... 0, 16, 21, 37, 
Starting... 0, 16, 23, 30, 
Starting... 0, 16, 23, 34, 
Starting... 0, 16, 23, 39, 
Starting... 0, 16, 26, 29, 
Starting... 0, 16, 27, 34, 
Starting... 0, 16, 28, 31, 
Starting... 0, 16, 29, 40, 
Starting... 0, 16, 35, 38, 
Starting... 0, 17, 19, 39, 
Starting... 0, 17, 20, 24, 
Starting... 0, 17, 20, 39, 
Starting... 0, 17, 21, 24, 
Starting... 0, 17, 23, 29, 
Starting... 0, 17, 24, 31, 
Starting... 0, 17, 24, 32, 
Starting... 0, 17, 29, 39, 
Starting... 0, 17, 32, 39, 
Starting... 0, 17, 34, 37, 
Starting... 0, 18, 20, 39, 
Starting... 0, 18, 28, 31, 
Starting... 0, 19, 21, 38, 
Starting... 0, 19, 21, 39, 
Starting... 0, 19, 22, 25, 
Starting... 0, 19, 22, 32, 
Starting... 0, 19, 22, 39, 
Starting... 0, 19, 30, 31, 
Starting... 0, 20, 22, 39, 
Starting... 0, 20, 23, 26, 
Starting... 0, 20, 27, 34, 
Starting... 0, 20, 35, 38, 
Starting... 0, 21, 23, 39, 
Starting... 0, 21, 25, 37, 
Starting... 0, 22, 23, 34, 
Starting... 0, 22, 27, 36, 
Starting... 0, 22, 28, 36, 
Starting... 0, 22, 29, 40, 
Starting... 0, 22, 36, 39, 
Starting... 0, 23, 27, 30, 
Starting... 0, 23, 29, 35, 
Starting... 0, 23, 31, 33, 
Starting... 0, 23, 34, 37, 
Starting... 0, 24, 32, 33, 
Starting... 0, 27, 32, 36, 
Starting... 0, 27, 33, 34, 
Starting... 0, 27, 33, 35, 
Starting... 0, 27, 33, 39, 
Starting... 0, 28, 31, 35, 
Starting... 0, 29, 30, 40, 
Starting... 0, 29, 35, 40, 
Starting... 0, 30, 31, 40, 
Starting... 0, 31, 32, 40, 
Starting... 0, 31, 33, 39, 
Starting... 0, 32, 36, 37, 
Starting... 0, 34, 37, 38, 
Starting... 0, 34, 37, 40, 
Starting... 0, 36, 37, 40, 
