Program Start at Wed Oct 05 22:50:33 2022

Starting N=41 with k=4
Starting... 0, 1, 4, 5, 
Starting... 0, 1, 4, 7, 
Starting... 0, 1, 4, 38, 
Starting... 0, 1, 5, 37, 
Starting... 0, 1, 6, 12, 
Starting... 0, 1, 7, 34, 
Starting... 0, 1, 8, 35, 
Starting... 0, 1, 9, 10, 
Starting... 0, 1, 9, 33, 
Starting... 0, 1, 10, 11, 
Starting... 0, 1, 11, 12, 
Starting... 0, 1, 11, 30, 
Starting... 0, 1, 12, 19, 
Starting... 0, 1, 12, 25, 
Starting... 0, 1, 12, 31, 
Starting... 0, 1, 14, 27, 
Starting... 0, 1, 14, 28, 
Starting... 0, 1, 15, 28, 
Starting... 0, 1, 17, 30, 
Starting... 0, 1, 23, 30, 
Starting... 0, 1, 30, 31, 
Starting... 0, 1, 30, 36, 
Starting... 0, 1, 31, 32, 
Starting... 0, 1, 32, 33, 
Starting... 0, 1, 35, 38, 
Starting... 0, 1, 37, 38, 
Starting... 0, 2, 5, 19, 
Starting... 0, 2, 8, 10, 
Starting... 0, 2, 8, 14, 
Starting... 0, 2, 8, 35, 
Starting... 0, 2, 9, 24, 
Starting... 0, 2, 10, 33, 
Starting... 0, 2, 12, 24, 
Starting... 0, 2, 13, 28, 
Starting... 0, 2, 14, 27, 
Starting... 0, 2, 15, 28, 
Starting... 0, 2, 15, 30, 
Starting... 0, 2, 16, 29, 
Starting... 0, 2, 18, 20, 
Starting... 0, 2, 18, 25, 
Starting... 0, 2, 19, 21, 
Starting... 0, 2, 19, 22, 
Starting... 0, 2, 19, 31, 
Starting... 0, 2, 19, 34, 
Starting... 0, 2, 20, 22, 
Starting... 0, 2, 21, 23, 
Starting... 0, 2, 21, 24, 
Starting... 0, 2, 22, 24, 
Starting... 0, 2, 23, 25, 
Starting... 0, 2, 24, 38, 
Starting... 0, 2, 29, 35, 
Starting... 0, 2, 33, 35, 
Starting... 0, 3, 4, 7, 
Starting... 0, 3, 4, 38, 
Starting... 0, 3, 4, 40, 
Starting... 0, 3, 5, 27, 
Starting... 0, 3, 6, 9, 
Starting... 0, 3, 6, 21, 
Starting... 0, 3, 6, 25, 
Starting... 0, 3, 6, 40, 
Starting... 0, 3, 9, 38, 
Starting... 0, 3, 13, 31, 
Starting... 0, 3, 14, 37, 
Starting... 0, 3, 15, 31, 
Starting... 0, 3, 17, 39, 
Starting... 0, 3, 18, 31, 
Starting... 0, 3, 18, 38, 
Starting... 0, 3, 20, 22, 
Starting... 0, 3, 20, 37, 
Starting... 0, 3, 22, 25, 
Starting... 0, 3, 22, 31, 
Starting... 0, 3, 22, 33, 
Starting... 0, 3, 23, 38, 
Starting... 0, 3, 31, 37, 
Starting... 0, 3, 37, 38, 
Starting... 0, 3, 37, 40, 
Starting... 0, 4, 5, 9, 
Starting... 0, 4, 7, 18, 
Starting... 0, 4, 7, 24, 
Starting... 0, 4, 7, 35, 
Starting... 0, 4, 9, 36, 
Starting... 0, 4, 10, 38, 
Starting... 0, 4, 13, 28, 
Starting... 0, 4, 15, 26, 
Starting... 0, 4, 15, 30, 
Starting... 0, 4, 16, 20, 
Starting... 0, 4, 16, 28, 
Starting... 0, 4, 16, 29, 
Starting... 0, 4, 17, 29, 
Starting... 0, 4, 17, 32, 
Starting... 0, 4, 19, 30, 
Starting... 0, 4, 20, 25, 
Starting... 0, 4, 21, 38, 
Starting... 0, 4, 25, 29, 
Starting... 0, 4, 27, 38, 
Starting... 0, 4, 36, 40, 
Starting... 0, 5, 6, 35, 
Starting... 0, 5, 9, 14, 
Starting... 0, 5, 11, 26, 
Starting... 0, 5, 11, 40, 
Starting... 0, 5, 12, 29, 
Starting... 0, 5, 13, 19, 
Starting... 0, 5, 14, 19, 
Starting... 0, 5, 14, 27, 
Starting... 0, 5, 16, 27, 
Starting... 0, 5, 17, 29, 
Starting... 0, 5, 17, 34, 
Starting... 0, 5, 19, 30, 
Starting... 0, 5, 19, 32, 
Starting... 0, 5, 20, 25, 
Starting... 0, 5, 20, 26, 
Starting... 0, 5, 20, 35, 
Starting... 0, 5, 21, 25, 
Starting... 0, 5, 21, 25, 
Starting... 0, 5, 21, 26, 
Starting... 0, 5, 27, 32, 
Starting... 0, 5, 27, 33, 
Starting... 0, 5, 32, 37, 
Starting... 0, 6, 8, 14, 
Starting... 0, 6, 8, 35, 
Starting... 0, 6, 8, 39, 
Starting... 0, 6, 9, 12, 
Starting... 0, 6, 10, 13, 
Starting... 0, 6, 12, 18, 
Starting... 0, 6, 12, 39, 
Starting... 0, 6, 18, 35, 
Starting... 0, 6, 21, 26, 
Starting... 0, 6, 21, 30, 
Starting... 0, 6, 21, 33, 
Starting... 0, 6, 21, 36, 
Starting... 0, 6, 23, 35, 
Starting... 0, 6, 28, 33, 
Starting... 0, 6, 33, 35, 
Starting... 0, 6, 33, 39, 
Starting... 0, 6, 33, 40, 
Starting... 0, 6, 34, 37, 
Starting... 0, 6, 35, 36, 
Starting... 0, 7, 8, 14, 
Starting... 0, 7, 9, 26, 
Starting... 0, 7, 14, 21, 
Starting... 0, 7, 14, 25, 
Starting... 0, 7, 14, 31, 
Starting... 0, 7, 18, 19, 
Starting... 0, 7, 18, 25, 
Starting... 0, 7, 18, 33, 
Starting... 0, 7, 18, 34, 
Starting... 0, 7, 20, 34, 
Starting... 0, 7, 21, 34, 
Starting... 0, 7, 22, 39, 
Starting... 0, 7, 23, 25, 
Starting... 0, 7, 23, 30, 
Starting... 0, 7, 23, 34, 
Starting... 0, 7, 24, 31, 
Starting... 0, 7, 24, 33, 
Starting... 0, 7, 24, 36, 
Starting... 0, 7, 34, 40, 
Starting... 0, 8, 9, 17, 
Starting... 0, 8, 9, 40, 
Starting... 0, 8, 10, 18, 
Starting... 0, 8, 11, 30, 
Starting... 0, 8, 13, 35, 
Starting... 0, 8, 14, 29, 
Starting... 0, 8, 14, 36, 
Starting... 0, 8, 15, 26, 
Starting... 0, 8, 15, 32, 
Starting... 0, 8, 17, 32, 
Starting... 0, 8, 17, 34, 
Starting... 0, 8, 18, 31, 
Starting... 0, 8, 19, 38, 
Starting... 0, 8, 20, 35, 
Starting... 0, 8, 23, 34, 
Starting... 0, 8, 31, 39, 
Starting... 0, 8, 32, 40, 
Starting... 0, 9, 10, 40, 
Starting... 0, 9, 13, 26, 
Starting... 0, 9, 14, 28, 
Starting... 0, 9, 14, 36, 
Starting... 0, 9, 17, 24, 
Starting... 0, 9, 17, 26, 
Starting... 0, 9, 19, 22, 
Starting... 0, 9, 20, 26, 
Starting... 0, 9, 22, 36, 
Starting... 0, 9, 24, 30, 
Starting... 0, 9, 24, 33, 
