31, 4, 0_1_4_22_, 0 -> 1 -> 2 -> 4 -> 7 -> 9 -> 10 -> 8 -> 3 -> 13 -> 18 -> 15 -> 12 -> 21 -> 29 -> 26 -> 16 -> 30 -> 23 -> 6 -> 5 -> 25 -> 27 -> 17 -> 14 -> 11 -> 19 -> 24 -> 22 -> 20 -> 28 -> 0
31, 4, 0_1_4_23_, 0 -> 1 -> 2 -> 4 -> 8 -> 3 -> 9 -> 11 -> 20 -> 29 -> 27 -> 16 -> 12 -> 21 -> 30 -> 5 -> 26 -> 17 -> 14 -> 10 -> 7 -> 19 -> 24 -> 22 -> 23 -> 25 -> 6 -> 28 -> 13 -> 18 -> 15 -> 0
31, 4, 0_1_4_23_, 0 -> 1 -> 2 -> 4 -> 8 -> 3 -> 9 -> 11 -> 20 -> 29 -> 27 -> 16 -> 12 -> 21 -> 30 -> 5 -> 26 -> 17 -> 14 -> 10 -> 7 -> 19 -> 24 -> 22 -> 23 -> 25 -> 6 -> 28 -> 13 -> 18 -> 15 -> 0
31, 4, 0_1_4_22_, 0 -> 1 -> 2 -> 4 -> 7 -> 9 -> 10 -> 8 -> 3 -> 13 -> 18 -> 15 -> 12 -> 21 -> 29 -> 26 -> 16 -> 30 -> 23 -> 6 -> 5 -> 25 -> 27 -> 17 -> 14 -> 11 -> 19 -> 24 -> 22 -> 20 -> 28 -> 0
31, 4, 0_1_4_23_, 0 -> 1 -> 2 -> 4 -> 8 -> 3 -> 9 -> 11 -> 20 -> 29 -> 27 -> 16 -> 12 -> 21 -> 30 -> 5 -> 26 -> 17 -> 14 -> 10 -> 7 -> 19 -> 24 -> 22 -> 23 -> 25 -> 6 -> 28 -> 13 -> 18 -> 15 -> 0
37, 4, 0_2_16_34_, 0 -> 2 -> 1 -> 3 -> 6 -> 15 -> 5 -> 4 -> 16 -> 31 -> 36 -> 17 -> 27 -> 23 -> 8 -> 29 -> 24 -> 21 -> 34 -> 11 -> 10 -> 26 -> 12 -> 33 -> 18 -> 25 -> 35 -> 20 -> 32 -> 22 -> 19 -> 30 -> 28 -> 9 -> 7 -> 14 -> 13 -> 0
31, 4, 0_1_3_20_, 0 -> 1 -> 2 -> 4 -> 5 -> 26 -> 25 -> 6 -> 8 -> 3 -> 12 -> 9 -> 19 -> 23 -> 22 -> 20 -> 17 -> 13 -> 14 -> 30 -> 21 -> 10 -> 27 -> 16 -> 28 -> 29 -> 24 -> 7 -> 18 -> 15 -> 11 -> 0
31, 4, 0_1_4_23_, 0 -> 1 -> 2 -> 4 -> 8 -> 3 -> 9 -> 11 -> 20 -> 29 -> 27 -> 16 -> 12 -> 21 -> 30 -> 5 -> 26 -> 17 -> 14 -> 10 -> 7 -> 19 -> 24 -> 22 -> 23 -> 25 -> 6 -> 28 -> 13 -> 18 -> 15 -> 0
41, 5, 0_1_2_6_29_, 0 -> 1 -> 2 -> 4 -> 16 -> 10 -> 6 -> 24 -> 3 -> 9 -> 5 -> 13 -> 7 -> 8 -> 23 -> 25 -> 12 -> 21 -> 19 -> 34 -> 14 -> 38 -> 15 -> 22 -> 35 -> 36 -> 26 -> 20 -> 37 -> 17 -> 31 -> 18 -> 39 -> 33 -> 29 -> 27 -> 32 -> 28 -> 11 -> 40 -> 30 -> 0
11, 5, 0_1_2_3_4_, 0 -> 1 -> 2 -> 4 -> 5 -> 6 -> 7 -> 9 -> 8 -> 10 -> 3 -> 0
11, 3, 0_1_7_, 0 -> 7 -> 1 -> 2 -> 4 -> 6 -> 3 -> 5 -> 10 -> 8 -> 9 -> 0
11, 3, 0_2_7_, 0 -> 2 -> 4 -> 7 -> 1 -> 3 -> 9 -> 6 -> 5 -> 10 -> 8 -> 0
11, 3, 0_1_7_, 0 -> 7 -> 1 -> 2 -> 4 -> 6 -> 3 -> 5 -> 10 -> 8 -> 9 -> 0
11, 3, 0_1_7_, 0 -> 7 -> 1 -> 2 -> 4 -> 6 -> 3 -> 5 -> 10 -> 8 -> 9 -> 0
11, 3, 0_2_5_, 0 -> 2 -> 4 -> 7 -> 10 -> 1 -> 3 -> 9 -> 6 -> 5 -> 8 -> 0
11, 3, 0_1_7_, 0 -> 7 -> 1 -> 2 -> 4 -> 6 -> 3 -> 5 -> 10 -> 8 -> 9 -> 0
11, 3, 0_1_7_, 0 -> 7 -> 1 -> 2 -> 4 -> 6 -> 3 -> 5 -> 10 -> 8 -> 9 -> 0
11, 3, 0_1_7_, 0 -> 7 -> 1 -> 2 -> 4 -> 6 -> 3 -> 5 -> 10 -> 8 -> 9 -> 0
11, 3, 0_1_7_, 0 -> 7 -> 1 -> 2 -> 4 -> 6 -> 3 -> 5 -> 10 -> 8 -> 9 -> 0
31, 4, 0_1_4_23_, 0 -> 1 -> 2 -> 4 -> 8 -> 3 -> 9 -> 11 -> 20 -> 29 -> 27 -> 16 -> 12 -> 21 -> 30 -> 5 -> 26 -> 17 -> 14 -> 10 -> 7 -> 19 -> 24 -> 22 -> 23 -> 25 -> 6 -> 28 -> 13 -> 18 -> 15 -> 0
11, 3, 0_1_7_, 0 -> 7 -> 1 -> 2 -> 4 -> 6 -> 3 -> 5 -> 10 -> 8 -> 9 -> 0
11, 3, 0_1_7_, 0 -> 7 -> 1 -> 2 -> 4 -> 6 -> 3 -> 5 -> 10 -> 8 -> 9 -> 0
11, 3, 0_1_7_, 0 -> 7 -> 1 -> 2 -> 4 -> 6 -> 3 -> 5 -> 10 -> 8 -> 9 -> 0
11, 3, 0_1_7_, 0 -> 7 -> 1 -> 2 -> 4 -> 6 -> 3 -> 5 -> 10 -> 8 -> 9 -> 0
11, 3, 0_1_7_, 0 -> 7 -> 1 -> 2 -> 4 -> 6 -> 3 -> 5 -> 10 -> 8 -> 9 -> 0
11, 3, 0_1_7_, 0 -> 7 -> 1 -> 2 -> 4 -> 6 -> 3 -> 5 -> 10 -> 8 -> 9 -> 0
11, 3, 0_1_7_, 0 -> 7 -> 1 -> 2 -> 4 -> 6 -> 3 -> 5 -> 10 -> 8 -> 9 -> 0
